Artist,Song Name,Author of Custom (CLICK HERE TO FIND THE FILES)
Matt McGuire,Ocean Avenue [Yellowcard],SoundHaven
Matt McGuire,How To Be Lonely [Rita Ora],SoundHaven
Matt McGuire,"Lathi [Weird Genius, Sara Fajira] ",SoundHaven
Matt McGuire,Good 4 U [Olivia Rodrigo],SoundHaven
Matt McGuire ,NCS Mini Mix 2020,SoundHaven
Matt McGuire ,"Rain On Me [Lady Gaga, Ariana Grande] ",SoundHaven
Matt McGuire ,How You Like That [BLACKPINK],SoundHaven
Matt McGuire ,Parasite Eve [Bring Me The Horizon] ,SoundHaven
Matt McGuire ,"Uptown Funk [Mark Ronson, Bruno Mars] ",SoundHaven
Matt McGuire ,Ride [Twenty One Pilots],SoundHaven
Matt McGuire ,"Come & Go [Juice WRLD, Marshmello]",SoundHaven
Matt McGuire ,Experiment On Me [Halsey],SoundHaven
Matt McGuire ,"I Think I'm OKAY [Machine Gun Kelly, Yungblud, Travis Barker]",SoundHaven
Matt McGuire ,Midnight Sky [Miley Cyrus],SoundHaven
Matt McGuire ,Say So [Doja Cat] ,SoundHaven
Matt McGuire ,"Mood [24kGoldn, iann dior] ",SoundHaven
Matt McGuire ,Psychosocial [Slipknot],SoundHaven
Matt McGuire ,"Monster [Shawn Mendes, Justin Bieber] ",SoundHaven
Matt McGuire ,Dynamite [BTS] ,SoundHaven
Matt McGuire ,"Bad Guy [Dachaio, Billie Eilish] ",SoundHaven
Matt McGuire ,Positions [Ariana Grande],SoundHaven
Matt McGuire ,No Friends In The Industry [Drake],SoundHaven
Matt McGuire ,drivers license [Olivia Rodrigo],SoundHaven
Matt McGuire ,MONTERO (Call Me By Your Name) [Lil Nas X],SoundHaven
Matt McGuire ,Sacrifice [The Weeknd],SoundHaven
Matt McGuire ,WITHOUT YOU [The Kid LAROI],SoundHaven
Matt McGuire ,"Bad Habits [Ed Sheeran, Bring Me The Horizon]",SoundHaven
Megadeth,Peace Sells,Onyxite
Megadeth,Sleepwalker,Grinnz
Megadeth,Mechanix (Dirk Verbeuren Drum Playthrough),Inventor211 
Megadeth,This Day We Fight,Xane60
Megadeth,Post American World,Xane60
Megadeth,Lying In State,Xane60
Megadeth,Public Enemy No. 1,MMSRhino
Megadeth ,Good Mourning/Black Friday,MMSRhino
Megadeth ,I Ain't Superstitious,MMSRhino
Megadeth ,My Last Words,MMSRhino
Megadeth ,Peace Sells,MMSRhino
Megadeth ,The Conjuring,MMSRhino
Megadeth ,Bad Omen,MMSRhino
Megadeth ,Devil's Island,MMSRhino
Megadeth ,Wake Up Dead,MMSRhino
Megadeth ,Dawn Patrol,MMSRhino
Megadeth ,Five Magics,MMSRhino
Megadeth ,Hangar 18,MMSRhino
Megadeth ,Holy Wars... The Punishment Due,MMSRhino
Megadeth ,Lucretia,MMSRhino
Megadeth ,Poison Was the Cure,MMSRhino
Megadeth ,Rust in Peace... Polaris,MMSRhino
Megadeth ,Take No Prisoners,MMSRhino
Megadeth ,Tornado of Souls,MMSRhino
Megadeth ,Fatal Illusion,Xane60
Megadeth ,Sudden Death,Xane60
Melt-Banana ,Candy Gun ,GanonMetroid
Memphis May Fire,Prove Me Right,SoundHaven
Memphis May Fire,Beneath The Skin,SoundHaven
Merrow ,Palmdale Cemetery,Moochalacho
Meshuggah,Bleed,SoundHaven
Meshuggah,Clockworks,SoundHaven
Meshuggah,Electric Red,SoundHaven
Meshuggah,Future Breed Machine,SoundHaven
Meshuggah,I Am Colossus,SoundHaven
Meshuggah,Nostrum,SoundHaven
Meshuggah,Obzen,Confury
Meshuggah,The Demon's Name Is Surveillance,Confury
Meshuggah ,The Abysmal Eye,SoundHaven
Metallica,Battery,Onyxite
Metallica ,Dyer's Eve,Inventor211
Mgla,Exercises In Futility V ,SoundHaven
Midas Fate,Stillborn Reason (Aquiles Priester Drum Playthrough) ,Xane60
Mike Caputo,Inadequate [Rings Of Saturn],SoundHaven
Mike Caputo,Blasty Shark [Kim Min-seok],MikeCaputoDrums
Mike Glozier,IDM Mix [Squarepusher/Aphex Twin/Venetian Snares],TheCourtofaPorcupine
Mike Malyan ,Man Goes Crazy Rips Off Shirt During Street Interview [Drewsif],SoundHaven
Mike Orlando,Tapped Out,Onyxite
Mike Sangapore,EDM [Jason Loomer],TheCourtofAPorcupine 
Mike Sangapore ,Papercut [Linkin Park],TheCourtofaPorcupine
Ministry,The Great Satan,Grinnz
Misery Index,Heirs to Thievery,SoundHaven
Misery Index,Fed To The Wolves,Xane60
Misery Index ,Sleeping Giants,Xane60
Miss May I ,Colossal,SoundHaven
Miss May I ,Relentless Chaos,Xane60
Molly Hatchet,Flirtin' with Disaster,Onyxite
Molotov Solution,Injustice For All,SoundHaven
Molotov Solution,The Blood Of Tyrants,Xane60
Monobody,Former Islands,GanonMetroid
Monuments,Blue Sky Thinking,SoundHaven
Monuments,Denial,SoundHaven
Monuments,Regenerate (Alex Rudinger Drum Playthrough) ,SoundHaven
Monuments,Deadnest,Venxm
Monuments ,Quasimodo,Boo
Moochalacho ,Pokemon Battle Theme Remix [Junichi Masuda],Moochalacho 
Morbid Angel ,Nevermore,Inventor211
Morbid Angel ,Existo Vulgoré,Inventor211
Morgan Sansous,Quadruple Bass Drumming ,Inventor211 
Mouse On The Keys,Leviathan,Onyxite
Mouse On The Keys,Spectres de Mouse (Evan Chapman Drum Playthrough),TheCourtofaPorcupine
Mutemath ,Chaos,Boo
Mutoid Man,Bridgeburner,Inventor211 
Nathan Bulla,String Theory [Intervals],SoundHaven
Native Construct,Chromatic Aberration,Xane60
Native Construct,The Spark Of The Archon,Xane60
Native Construct,Come Hell Or High Water,Xane60
Native Construct,Mute,Xane60
Native Construct,Your Familar Face (Instrumental),Xane60
Native Construct,Your Familar Face ,Xane60
Native Construct,Passage,Xane60
Nautiluz,Chasing The Light,Xane60
Ne Obliviscaris,Tapestry Of The Starless Abstract,SoundHaven
Ne Obliviscaris,Xenoflux,SoundHaven
Ne Obliviscaris,As Icicles Fall,SoundHaven
Ne Obliviscaris,Felo De Se,Xane60
Ne Obliviscaris,Urn (Part 1) And Within The Void We Are Breathless,Xane60
Ne Obliviscaris,Urn (Part 2) As Embers Dance In Our Eyes,Xane60
Ne Obliviscaris,Intra Venus,Xane60
Ne Obliviscaris,Libera (Part 1) ,Xane60
Ne Obliviscaris,Eyrie,Xane60
Ne Obliviscaris,Pyrrhic,Xane60
Ne Obliviscaris,Within The Chamber Of Stars,Xane60
Ne Obliviscaris ,Painters Of The Tempest (Part II): Triptych Lux,Xane60
Ne Obliviscaris ,And Plague Flowers the Kaleidoscope,SoundHaven
Ne Obliviscaris ,"Devour Me, Colossus (Part I): Blackholes",Xane60
Necrophagist,Fermented Offal Discharge,Xane60
Necrophagist,Stabwound,Xane60
Necrosy,Drown Into Perdition,Xane60
Nekrogoblikon ,The Skin Thief,MikeCaputoDrums
Nekrogoblikon ,Right Now,MikeCaputoDrums
Nephilim,Lord Of Fear,Xane60
Nevermore,The Obsidian Conspiracy,Confury
Niacin,Super Grande,Onyxite
Night Verses,Drum Chain: Chops,SoundHaven
Night Verses,Drum Chain: Creativity ,SoundHaven
Night Verses,Drum Chain: Groove,SoundHaven
Night Verses,Drum Chain: Intensity ,SoundHaven
Night Verses,Drum Chain: Interpretations ,SoundHaven
Nile,Kafir,SoundHaven
Nile,Papyrus Containing The Spell To Preserve Its Possessor Against Attacks From He Who Is In The Water,Xane60
Nile,That Which Is Forbidden,Xane60
Nile,Sacrifice Unto Sebek,Inventor211 
Nile,Ithyphallic ,Inventor211 
Nile,Lashed to the Slave Stick,Inventor211
Nile ,Permitting The Noble Dead To Descend To The Underworld,Xane60
Nile ,Annihilation of the Wicked ,Inventor211
Nile ,Hittite Dung Incantation,Inventor211
Nile ,The Eye of Ra ,Inventor211
Nile ,The Language of the Shadows,Inventor211
NINTENDO ,MII CHANNEL ,JameosHD
NINTENDO ,WII SPORTS THEME,JameosHD
Northlane,Masquerade,SoundHaven
Northlane,Windbreaker,SoundHaven
Northlane ,Leech (Nic Pettersen Drum Playthrough) ,SoundHaven
Northlane ,Rot ,SoundHaven
Northlane ,Corruption,SoundHaven
Northlane ,Genesis/Scarab,SoundHaven
Northlane ,Hologram (Nic Pettersen Drum Playthrough),SoundHaven
Nothing More ,This Is The Time (Ballast),Boo
Nova Collective,Cascades,Onyxite
Nova Collective,Ripped Apart and Reassembled,Onyxite
Nova Collective,The Further Side,Onyxite
Nova Collective,State of Flux,Onyxite
Nova Collective,Dancing Machines,Onyxite
Nova Collective,Air,Onyxite
Now And On Earth ,Majesty,Boo
Nuclear Power Trio,Mutually Assured Seduction,YaBoiBenimaru
Nuclear Power Trio,Grab 'Em By The Pyongyang,YaBoiBenimaru
Nuclear Power Trio,A Clear And Present Rager,YaBoiBenimaru
Nuclear Power Trio,Ukraine In The Membrane,YaBoiBenimaru
Nuclear Power Trio,The Fusion Collusion,YaBoiBenimaru
Nyango Star,Anpanman's March,Grinnz
Obscura,Akroasis,Inventor211 
Obscura,An Epilogue To Infinity,Xane60
Obscura,Clandestine Stars,Xane60
Obscura,Convergence,Xane60
Obscura,Cosmogenesis,Xane60
Obscura,Diluvium,Xane60
Obscura,Ekpyrosis,Xane60
Obscura,Emergent Evolution,Xane60
Obscura,Ethereal Skies,Xane60
Obscura,Fractal Dimension,Xane60
Obscura,Mortification Of The Vulgar Sun,Xane60
Obscura,Ode To The Sun,Xane60
Obscura,Perpetual Infinity,Xane60
Obscura,Sermon Of The Seven Suns,Xane60
Obscura,Ten Sepiroth,Xane60
Obscura,Ten Sepiroth (Sebastian Lanser Drum Playthrough) ,Xane60
Obscura,The Anticosmic Overload,Xane60
Obscura,The Conjuration,Xane60
Obscura,The Monist,Xane60
Obscura,The Seventh Aeon,Xane60
Obscura,Weltseele,Xane60
Obscura,Incarnated (Sebastian Lanser Drum Cam),Inventor211
Obscura ,Vortex Omnivium,Xane60
Obscura ,Incarnated ,Xane60
Obscura ,Solaris,Xane60
Obscura ,Orbital Elements II,Xane60 
Obscura ,Forsaken,Xane60
Obscura ,A Valediction,Xane60
Obscura ,When Stars Collide,Xane60
Obscura ,In Unity,Xane60
Obscura ,Devoured Usurper,Xane60
Obscura ,The Beyond,Xane60
Obscura ,The Neuromancer,Xane60
Obscura ,In Adversity,Xane60
Obscura ,Heritage,Xane60
Obscura ,Humankind,Xane60
Obscura ,Hate Anthem,Xane60
Obsidious,Iconic ,Moochalacho
Obsidious ,Sense of Lust,Moochalacho
Obsidious ,Under Black Skies,Moochalacho
Oceano,District Of Misery,Xane60
Oceans Ate Alaska,Hansha,SoundHaven
Oceans Ate Alaska,Entrapment (Chris Turner Drum Playthrough),SoundHaven
Oceans Ate Alaska,Escapist (Chris Turner Drum Playthough) ,Xane60
Oceans Ate Alaska,Ukiyo,Xane60
Oceans Ate Alaska,Covert,Xane60
Oceans Ate Alaska,Blood Brothers (Chris Turner Drum Playthrough),Moochalacho
Oceans Ate Alaska ,Metamorph (Chris Turner Drum Playthrough) ,SoundHaven
Octavision,Three Lives,Onyxite
Of Mice & Men ,Second & Sebring,Xane60
Omophagia,646965,LillianOfficial 
Opeth,Ghost Of Perdition,Onyxite
Opeth,Heart in Hand,Boo
Opeth ,The Lotus Eater,TheCourtofaPorcupine
Opeth ,Windowpane,Onyxite
Opeth ,The Grand Conjuration ,Onyxite
Opeth ,Heir Apparent,Inventor211
Opeth ,The Devil's Orchard ,Onyxite
Ophidian I ,Unfurling The Crescent Moon,Xane60 
Orden Ogan,To The End,Boo
Ordinance ,"Forewarn, Forsake",Confury
Ordinance ,Of the Fatherland,Confury
Ordinance ,Bloodwine,Confury
Ordinance ,Heir Avid,Confury
Ordinance ,Remedy,Confury
Ordinance ,The Ides of March,Confury
Ordinance ,Winter Canvas,Confury
Ordinance ,The Moving Spirit,Confury
Ordinance ,23 Wounds,Confury
Ordinance ,Silent Senate,Confury
Ordinance ,Shadow Mask,Confury
Ordinance ,Fear Of Discovery,Confury
Ordinance ,Ista Quidem Vis Est,Confury
Ordinance ,Denarius ,Confury
Ordinance ,Divine Right,Confury
Origin,The Aftermath,Xane60
Otep ,Smash the Control Machine,SoundHaven
Otep ,Zero,Boo
Others by No One,Dr. Breacher and the Time Travel Anomaly,Moochalacho
Ovid's Withering,Earthshaker I ,Xane60
Ovid's Withering,The Omen Of Lycaon,Xane60
Ovid's Withering,The Reckoning. The Summoning. The Purge,Xane60
Ovid's Withering,Oedipus Complex,Xane60
Pain of Salvation ,Full Throttle Tribe,YaBoiBenimaru
Paledusk ,WIND BACK,Miscellany 
Panzerballett ,Birdland,TheCourtofAPorcupine 
Passenger Of Shit,Stapletapewurmsonmypenis,Xane60
Pathfinder,"Beyond The Space, Beyond The Time",Xane60
Pathfinder ,Spartakus And The Sun Beneath The Sea ,Xane60
Pathfinder ,The Day When I Turn Back Time ,Xane60
Pathfinder ,When The Sunrise Breaks The Darkness,Xane60
Pathfinder ,Elemental Power,Xane60
Pathfinder ,Chronokinesis ,Xane60
Pathfinder ,Fifth Element ,Xane60
Pathfinder ,Ready To Die Between Stars ,Xane60
Pathfinder ,Ad Futuram Rei Memoriam ,Xane60
Pathfinder ,The Whisper Of Ancient Rocks,Xane60
Pathogen ,From The Bind,SoundHaven
Pathogen ,Opaque,SoundHaven
Pathogen ,Kekki,SoundHaven
Pathogen ,89,SoundHaven
Pathogen ,Sovngarde,SoundHaven
Pedro Cameiro,Xenakis: Rebonds B,TheLieInKing
Pentakill ,Lightbringer,Boo
Periphery,22 Faces,SoundHaven
Periphery,Absolomb,SoundHaven
Periphery,All New Materials,SoundHaven
Periphery,Buttersnips,SoundHaven
Periphery,Catch Fire,SoundHaven
Periphery,Erised,SoundHaven
Periphery,Facepalm Mute,SoundHaven
Periphery,Feed The Ground,SoundHaven
Periphery,Flatline,SoundHaven
Periphery,Frak The Gods,SoundHaven
Periphery,Froggin' Bullfish,SoundHaven
Periphery,Graveless,SoundHaven
Periphery,Habitual Line-Stepper,SoundHaven
Periphery,Icarus Lives!,SoundHaven
Periphery,Insomnia,SoundHaven
Periphery,Jetpack Was Yes 2.0,SoundHaven
Periphery,Ji,SoundHaven
Periphery,Letter Experiment,SoundHaven
Periphery,Light,SoundHaven
Periphery,Luck As A Constant,SoundHaven
Periphery,Lune,SoundHaven
Periphery,MAKE TOTAL DESTROY,SoundHaven
Periphery,Marigold,SoundHaven
Periphery,Masamune,SoundHaven
Periphery,Mile Zero,SoundHaven
Periphery,Motormouth,SoundHaven
Periphery,Muramasa/Have A Blast,SoundHaven
Periphery,New Groove,SoundHaven
Periphery,Omega,SoundHaven
Periphery,One [Metallica],SoundHaven
Periphery,Ow My Feelings,SoundHaven
Periphery,Pale Aura,SoundHaven
Periphery,Passenger,SoundHaven
Periphery,Prayer Position,SoundHaven
Periphery,Psychosphere (Matt Halpern Drum Playthrough) ,SoundHaven
Periphery,Racecar,SoundHaven
Periphery,Ragnarok,SoundHaven
Periphery,Remain Indoors,SoundHaven
Periphery,Scarlet,SoundHaven
Periphery,The Gods Must Be Crazy!,SoundHaven
Periphery,The Price Is Wrong,SoundHaven
Periphery,The Walk,SoundHaven
Periphery,The Way The News Goes...,SoundHaven
Periphery,Totla Mad,SoundHaven
Periphery,Zyglrox ,SoundHaven
Periphery,Blood Eagle,SoundHaven
Periphery,Alpha,Confury
Periphery,Four Lights,Confury
Periphery,Hell Bellow,Confury
Periphery,MK Ultra,Confury
Periphery,Rainbow Gravity,Confury
Periphery,Stranger Things,Confury
Periphery,The Bad Thing,Confury
Periphery,The Scourge,Confury
Periphery,Garden In The Bones,SoundHaven
Periphery,CHVRCH BVRNER ,SoundHaven
Periphery,It's Only Smiles,SoundHaven
Periphery,Sentient Glow,SoundHaven
Periphery,Follow Your Ghost,SoundHaven
Periphery,Crush,SoundHaven
Periphery,Reptile,SoundHaven
Periphery,Satellites,SoundHaven
Persefone,Consciousness,Boo
Persefone,Flying Sea Dragons,Boo
Persefone,Inner Fullness,Boo
Persefone,Metta Meditation,Boo
Persefone,Mind as Universe,Boo
Persefone,Returning to the Source,Boo
Persefone,Spiritual Migration,Boo
Persefone,The Great Reality,Boo
Persefone,The Majestic Of Gaia,Boo
Persefone,Upward Explosion,Boo
Persefone,Zazen Meditation,Boo
Persefone,No Faced Mindless,Boo
Persefone,Living Waves,Boo
Persefone ,Aathma,Boo
Persefone ,An Infinitesmal Spark / One of Many...,Boo
Persefone ,Prison Skin,Boo
Persefone ,Spirals Within Thy Being,Boo
Persefone ,Cosmic Walkers,Boo
Persefone ,Stillness Is Timeless,Boo
Persefone ,Truth Inside the Shades,Boo
Persefone ,The Demise of Oblivion,Boo
Persefone ,Niflheim (The Eyes That Hold the Edge),Boo
Persefone ,Atemporal Divinity,Boo
Persefone ,My Unwithered Shrine / The Whisper of Men,Boo
Persefone ,Merkabah,Boo
Persefone ,Katabasis,Boo
Persefone ,"Consciousness, Pt. 3",Boo
Persefone ,Leap of Faith,Boo
Persefone ,Aware of Being Watched,Boo
Persefone ,Architecture of the I,Boo
Persefone ,"Anabasis, Pt. 2",Boo
Pete Peterson,Bugz,Xane60
Pete Peterson,Eigenvalue,Xane60
Phi Yaan-Zek with Marco Minneman ,The Shrine of the Augmented Weave,Boo
Phish,Llama,Onyxite
Pillory,Imbeciles In Defiance,Xane60
Plini,Kind,SoundHaven
Plini,I'll Tell You someday,SoundHaven
Plini ,Salt + Charcoal,Boo
Poh Hock ,The Imperishable / Evil Eye,Boo
Poh Hock ,Manas ,Boo
Polyphia,87,SoundHaven
Polyphia,87 (Brandon Burkhalter Drum Playthrough) ,SoundHaven
Polyphia,Amour,SoundHaven
Polyphia,Finale,SoundHaven
Polyphia,James Franco,SoundHaven
Polyphia,Goose,SoundHaven
Polyphia,O.D.,SoundHaven
Polyphia,G.O.A.T,Boo
Polyphia,Storm,Boo
Polyphia,Champagne ,Boo
Polyphia,Ivory,Boo
Polyphia,Sweet Tea,Boo
Polyphia,Inferno,SoundHaven
Polyphia,"Lalala [Y2K, bbno$]",SoundHaven
Polyphia,Icronic (Clay Aeschliman Drum Playthrough),SoundHaven
Polyphia ,Nasty,Boo
Porcupine Tree ,Lazarus (Live Arriving Somewhere),TheCourtofAPorcupine
Porcupine Tree ,Hatesong (Live Arriving Somewhere),TheCourtofAPorcupine
Porcupine Tree ,Fear of a Blank Planet (Live in Tilburg) ,TheCourtofAPorcupine
Porcupine Tree ,Don't Hate Me (Live Arriving Somewhere),TheCourtofAPorcupine
Porcupine Tree ,Wedding Nails (Live in Tilburg) ,TheCourtofAPorcupine
Porcupine Tree ,So Called Friend (Live Arriving Somewhere),TheCourtofAPorcupine
Porcupine Tree ,Open Car (Live Arriving Somewhere) ,TheCourtofAPorcupine
Porcupine Tree ,Mother and Child Divided (Live Arriving Somewhere),TheCourtofAPorcupine
Porcupine Tree ,Blackest Eyes (Live Arriving Somewhere),TheCourtofAPorcupine
Primus,Tommy The Cat (Live),GanonMetroid
Primus,Jerry Was A Race Car Driver,Onyxite
Protest The Hero,A Plateful Of Our Dead,Xane60
Protest The Hero,Blindfolds Aside,Xane60
Protest The Hero,Bury the Hatchet,Xane60
Protest The Hero,Caravan,Xane60
Protest The Hero,Cold Water,Xane60
Protest The Hero,Divinity Within,Xane60
Protest The Hero,Drumhead Trial,Xane60
Protest The Hero,Fortress (Full Album) ,Xane60
Protest The Hero,Heretics and Killers,Xane60
Protest The Hero,Nautical,Xane60
Protest The Hero,No Stars Over Bethlehem,Xane60
Protest The Hero,Shes Who Mars the Skins of Gods,Xane60
Protest The Hero,The Divine Suicide of K,Xane60
Protest The Hero,Turn Soonest to the Sea,Xane60
Protest The Hero,Underbite,Xane60
Protest The Hero,Animal Bones,Xane60
Protest The Hero,Wretch,Xane60
Protest The Hero,The Dissentience,Xane60
Protest The Hero,Spoils,Xane60
Protest The Hero,Sequoia Throne,Xane60
Protest The Hero,Palms Read,Xane60
Protest The Hero,Limb From Limb,Xane60
Protest The Hero,Goddess Gagged,Xane60
Protest The Hero,Goddess Bound,Xane60
Protest The Hero,Bone Marrow,Xane60
Protest The Hero,Bloodmeat,Xane60
Protest The Hero,Tidal,Xane60
Protest The Hero,Ragged Tooth,Xane60
Protest The Hero,Cataract,Xane60
Protest The Hero,Harbinger,Xane60
Protest The Hero,Skies,Xane60
Protest The Hero,Without Prejudice,Xane60
Prototype,The Way It Ends,Onyxite
Psycroptic,We Were The Keepers,SoundHaven
Psycroptic ,"You Belong Here, Below",Boo
Psycroptic ,Cold,Inventor211
Psycroptic ,Ob(Servant),Inventor211
Psycroptic ,Frozen Gaze,Inventor211
Putridity ,The Bone Sculpture,MikeCaputoDrums
Quartered,Africa,Grinnz
Quo Vadis ,Dead Man's Diary,Xane60
Quo Vadis ,Fate's Descent,Xane60
Quo Vadis ,To The Bitter End,Xane60
Quo Vadis ,Tunnel Effect (Element Of The Ensemble IV) ,Xane60
Quo Vadis ,Break The Cycle,Xane60
Quo Vadis ,In Contempt,Xane60
Quo Vadis ,Silence Calls The Storm,Xane60
Quo Vadis ,On The Shores Of Ithaka,Xane60
Red Hot Chili Peppers,Snow (Hey Oh),Onyxite
Red Hot Chili Peppers,Dani California,Onyxite
Red Hot Chili Peppers,Can't Stop,Onyxite
Red Hot Chili Peppers,They're Red Hot,Onyxite
Red Hot Chili Peppers,The Greeting Song,Onyxite
Red Hot Chili Peppers,By The Way,Onyxite
Red Hot Chili Peppers,Tell Me Baby,Onyxite
Red Hot Chili Peppers,Parallel Universe,Onyxite
Redemptor,Semantic Incoherence,LillianOfficial 
Reflections ,Cicada ,SoundHaven
Reflections ,Shadow Self,Miscellany 
Reflections ,Coda,SoundHaven
Return to Forever,Medieval Overture,Onyxite
Return to Forever,Sorceress,Onyxite
Return to Forever,Duel of the Jester and the Tyrant,Onyxite
Revocation,Dismantle The Dictator (Alex Rudinger Drum Playthrough) ,SoundHaven
Revocation,Scorched Earth Policy (Phil Dubois Drum Playthrough),Xane60
Revocation,Of Unworldy Origin,Xane60
Revocation,The Outer Ones,Xane60
Revocation ,No Funeral,Xane60
Revocation ,Beloved Horrifier,Xane60 
Rhapsody,Power Of The Dragonflame,Xane60
Rhapsody,Dawn Of Victory,Xane60
Rhapsody Of Fire,From Chaos To Eternity ,Xane60
Rhapsody Of Fire,Tornado,Xane60
Rhapsody Of Fire,Aeons Of Raging Darkness,Xane60
Richard Henshall,Pupa / Cocoon,Boo
Richard Henshall,Cocoon,Boo
Rings Of Saturn,The Macrocosm,Boo
Rings Of Saturn,Desolate Paradise,SoundHaven
Rings Of Saturn,Evisercate,SoundHaven
Rings Of Saturn,Godless Times,SoundHaven
Rings Of Saturn,Inadequate,SoundHaven
Rings Of Saturn,Natural Selection,SoundHaven
Rings Of Saturn,No Pity For A Coward,SoundHaven
Rings Of Saturn,Senseless Massacre,SoundHaven
Rings Of Saturn,Shards of Scorched Flesh,SoundHaven
Rings Of Saturn,Unsympathetic Intellect,SoundHaven
Rings Of Saturn,Faces Imploding ,SoundHaven
Rings Of Saturn,Infused,Inventor211 
Rings Of Saturn,The Relic,Xane60
Rings Of Saturn,Invasion,Xane60
Rings Of Saturn,Immaculate Order,Xane60
Rings Of Saturn,Dingir,Xane60
Rings Of Saturn,The Husk,SoundHaven
Rings Of Saturn,Parallel Shift,Boo
Rings Of Saturn ,Divine Authority,Xane60
Rishloo,Dead Rope Machine,Moochalacho
Rishloo ,The Great Rain Beatle,Moochalacho
Rishloo ,Landmines,Moochalacho
Rivers Of Nihil,The Silent Life,Xane60
Rivers Of Nihil,Hollow,LillianOfficial 
Rivers Of Nihil,A Home,LillianOfficial 
Rivers Of Nihil,Subtle Change (Including the Forest of Transition and Dissatisfaction Dance),LillianOfficial 
Rivers Of Nihil,Old Nothing,LillianOfficial 
Rolo Tomassi,Rituals,Xane60
Rolo Tomassi,Funereal,Xane60
Rolo Tomassi,Opalescent,Xane60
Rolo Tomassi,Alma Mater,Xane60
Rolo Tomassi ,Estranged,Xane60
Rose Funeral ,Father Death,SoundHaven
Ross Robbins,Godzilla [Eminem ft. Juice WRLD],Moochalacho
Ross Robbins,WAP [Cardi B ft. Megan Thee Stallion],Moochalacho
Royal Coda,Cut Me Under,Boo
Royal Coda,Becoming the Memory,Boo
Royal Coda ,The Innocence Of,Boo
Royal Coda ,Arms Race for God's Grace,Boo
Royal Coda ,Don't Stay Long,Boo
Royal Coda ,Ruby Leaf,Boo
Royal Coda ,All in Question,Boo
Royal Coda ,Numbing Agent,Boo
Royal Coda ,Even If,Boo
Rush,YYZ,Onyxite
Rush,Limelight (Original Version) ,Onyxite
Rush,Fly By Night,Onyxite
Rush,Tom Sawyer (Original Version),Onyxite
Rush,The Camera Eye,Onyxite
Rush,Subdivions ,Onyxite
Rush,Caravan,Onyxite
Rush,A Passage To Bangkok,Onyxite
Rush,Witch Hunt (Part III Of Fear) ,Onyxite
Rush,Vital Signs,Onyxite
Rush,Red Barchetta,Onyxite
Rush,Headlong Flight,Onyxite
Rush,Closer to the Heart,Onyxite
Rush,The Trees (Vault Edition) ,Onyxite
Rush,La Villa Strangiato,Onyxite
Rush,2112 Pt.7 (Grande Finale),Inventor211 
Rush ,Xanadu,Boo
Russianbear28,1539 N. Calvert [JPEGMAFIA],Russianbear28
Russianbear28,Money Trees [Kendrick Lamar],Russianbear28
RX Bandits ,Bled to Be Free (The Operation),GanonMetroid
Satyr,Bird,SoundHaven
Satyr,Pathing,SoundHaven
Satyr,Mushroom,SoundHaven
Satyr,Levitator,SoundHaven
Satyr,Picayune,SoundHaven
Satyr,Null,SoundHaven
Satyr,Apogee,SoundHaven
Satyr,Perigee,SoundHaven
Satyr,Not to Scale,SoundHaven
Satyr,Aesop,SoundHaven
Satyr ,Andromeda,SoundHaven
Satyr ,Driveway Conversations,SoundHaven
Satyr ,Monster,SoundHaven
Satyr ,Jumbotron,SoundHaven
Satyr ,Duple,SoundHaven
Satyr ,Escapism (Filament),SoundHaven
Scale the Summit ,Stolas (J.C. Bryant Playthrough),TheCourtofAPorcupine 
Scale the Summit ,Kestrel (J.C. Bryant Playthrough),TheCourtofAPorcupine 
Scar Symmetry,Holographic Universe,Inventor211 
Scarab,Spells of Coming Forth by Day,LillianOfficial 
Scumfuck,Reaper,SoundHaven
Scumfuck,Preacher,SoundHaven
Seatbelts ,Tank!,Onyxite
Senri Kawaguchi,Jinshin no Ran,Inventor211 
Senri Kawaguchi,As Fast as the Wind [Tenchigaraku],Onyxite
Senri Kawaguchi,Adventure [Kiyo Sen] (Drumeo Performance),Onyxite
Senri Kawaguchi,In Three Ways,Onyxite
Senri Kawaguchi,Flux Capacitor ,Onyxite
Senri Kawaguchi,Wupatki (Drumeo Performance),SoundHaven
Senri Kawaguchi ,Ladies Talk [Kiyo Sen] (Drumeo Performance) ,SoundHaven
Senri Kawaguchi ,Flux Capacitor (Drumeo Performance),SoundHaven
Sentinels,Atlas,SoundHaven
Sentinels,Epitaph,SoundHaven
Sentinels ,Albatross,SoundHaven
Sentinels ,Comfort in Familiar Pain,SoundHaven
Sentinels ,Inertia,SoundHaven
Sentinels ,Embers,SoundHaven
Sentinels ,Tyrant,SoundHaven
Sentinels ,To Wither Away,SoundHaven
Sentinels ,Obsolete,SoundHaven
Sentinels ,Desecration (Isolation),SoundHaven
Sentinels ,Coalescence,SoundHaven
Sentinels ,Solitude,SoundHaven
Septicflesh,The Gospels Of Fear,Xane60
Septicflesh,Enemy Of Truth,Xane60
Septicflesh,Dante's Inferno,Xane60
Septicflesh,Martyr,Moochalacho
Septicflesh,Trinity,Moochalacho
Septicflesh,Babel's Gate (Krimh Drum Playthrough),Moochalacho
Septicflesh ,3rd Testament (Codex Omega),Moochalacho
Septicflesh ,Portrait of a Headless Man ,Moochalacho
